run_id,case_id,llm_name,procedure_count,matched_count,match_rate,total_cost_negotiated,total_cost_min,total_cost_max,unmatched_procedures
019e5db3-5826-4362-899b-6f6691f516e6,courtlistener-10748895,openai/gpt-4o,0,0,0.0,,,,
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,13,13,1.0,4230.01,4230.01,5460.83,
01bce693-9183-408f-8a04-3bee7c1dabbc,bailii-EWHC-QB-2022-1171,openrouter/anthropic/claude-3.5-haiku,4,4,1.0,346.40999999999997,346.40999999999997,447.21,
01c841cd-e50b-4023-a9b6-1c078b32c772,courtlistener-10668667,openrouter/google/gemini-3-pro-preview,3,3,1.0,481.99,481.99,622.24,
01ddbd01-ba34-4e3d-8649-75dc86bd2902,bailii-EWHC-QB-2015-51,openrouter/google/gemini-3-pro-preview,4,4,1.0,1015.22,1015.22,1310.6399999999999,
01e00557-d9b7-4682-9553-f796ef2e5587,courtliste-5793703-lisa-boyd-v-david-benjamin-gibson-iv-md,openrouter/qwen/qwen3-30b-a3b,3,3,1.0,833.5899999999999,833.5899999999999,1076.1200000000001,
01eca80d-a362-4ba9-a361-02e62ec73280,courtlistener-10021107,openrouter/anthropic/claude-sonnet-4,3,3,1.0,607.17,607.17,783.8399999999999,
01f1baa4-192f-4a7d-a049-748f550256d9,courtlistener-10717771,openai/gpt-5.2,10,9,0.9,1724.76,1724.76,2226.65,tocometry
01f61071-0ce8-4875-b801-7c509b96c5c3,courtliste-10637755-heffelfinger-m-v-shen-l,openrouter/anthropic/claude-3.5-haiku,3,3,1.0,1072.92,1072.92,1385.1100000000001,
021b32dc-0b53-4558-8c5d-9116f66741b3,courtlistener-10339996,openai/gpt-4o-mini,4,4,1.0,65.97,65.97,85.17,
0244947c-5ffb-45b5-99a9-0844321c6935,courtlistener-10352078,openrouter/google/gemini-3-pro-preview,7,6,0.8571428571428571,12557.0,12557.0,16210.66,ESR
025cc4e6-9bf8-42fa-ae45-8c1de5e4939c,courtlistener-10629376,openrouter/google/gemini-2.0-flash-001,5,5,1.0,285.26,285.26,368.25,
026356a8-6c37-4ef6-bcc2-328c21339b0f,courtlistener-6346948,openai/gpt-5.2,17,17,1.0,2495.21,2495.21,3221.25,
02796b94-193a-4067-b743-e8dff7edbef8,courtliste-10133957-johnson-v-keiper,openrouter/qwen/qwen-2.5-72b-instruct,4,4,1.0,1066.82,1066.82,1377.21,
0288f11f-99e7-482c-bbc1-6ed95eaf0b0d,courtlistener-10729607,openrouter/x-ai/grok-4.1-fast,3,3,1.0,3679.69,3679.69,4750.36,
028cbc02-a9b4-4022-a3a3-2619d4aed097,courtliste-4832982-texas-children-hospital-v-aviv-barr-and-ela-b,openrouter/google/gemini-2.0-flash-001,3,3,1.0,580.68,580.68,749.64,
028f4217-22a2-4003-a8dd-30b0e1c3ad1a,courtlistener-10339996,openrouter/deepseek/deepseek-r1,6,6,1.0,965.66,965.66,1246.66,
029a6757-d5c4-436f-ad97-ebf8519100fa,nzlii-nzhpdt-2015-677-html,openai/gpt-5.2,4,4,1.0,56.68,56.68,73.2,
02b80eea-1aff-44eb-9c3b-3febfd9f7489,bailii-qb-2021-1515-html,openrouter/x-ai/grok-4.1-fast,10,9,0.9,5357.98,5357.98,6916.97,ESR
02baa669-68c9-4de6-948c-98b712b242c4,courtliste-10637755-heffelfinger-m-v-shen-l,openrouter/deepseek/deepseek-r1,2,2,1.0,2352.93,2352.93,3037.56,
02d21e8e-fa7c-4db4-9252-e27a264f6a81,bailii-qb-2020-416-html,openrouter/qwen/qwen3-30b-a3b,3,3,1.0,156.72,156.72,202.32999999999998,
02e1d0b0-233e-443b-bb44-0f6127983c9b,courtlistener-9376743,openai/gpt-5.2,8,8,1.0,9361.6,9361.6,12085.48,
02ece2b5-a6a9-48be-a588-1d403f6b8e27,nzlii-nzhpdt-2010-310-html,openrouter/x-ai/grok-4.1-fast,5,5,1.0,382.82,382.82,494.19000000000005,
02fa37ff-2cea-4281-8b8a-cd4be1640868,bailii-qb-2021-165-html,openrouter/qwen/qwen-2.5-72b-instruct,4,4,1.0,85.46,85.46,110.32,
02fe760d-83a9-4081-8692-4158c9000acb,courtlistener-4724738,openrouter/x-ai/grok-4.1-fast,13,13,1.0,1027.8799999999999,1027.8799999999999,1326.94,
03064aff-6908-41d9-bd5c-ed77aa6bd3bc,courtlistener-10717133,openai/gpt-5.2,9,9,1.0,2149.81,2149.81,2775.36,
03101bd4-14c2-46c0-8b61-dec828cfe7a5,courtlistener-10749116,openrouter/google/gemini-3-pro-preview,10,10,1.0,912.76,912.76,1178.3600000000001,
032e02ae-a89d-42c7-8f81-5785c5aa3d6f,courtliste-10771541-delos-santos-v-kaisman,openrouter/deepseek/deepseek-r1,5,5,1.0,999.27,999.27,1290.02,
03319cb1-c36f-4446-a59d-781fe7a94eb4,courtlistener-4889670,openrouter/qwen/qwen3-30b-a3b,0,0,0.0,,,,
03356bdf-e501-4b62-96e0-3a6c05b3a457,bailii-qb-2022-197-html,openrouter/x-ai/grok-4.1-fast,3,3,1.0,1113.93,1113.93,1438.03,
033fa03e-ab6d-4967-ad9e-aa85fd997c30,courtlistener-10352078,openrouter/mistralai/mistral-large,6,6,1.0,798.77,798.77,1031.17,
0361129b-7dba-4f16-b1db-3e35f0f2fd7e,courtlistener-10025931,openai/gpt-4o,0,0,0.0,,,,
0372ff49-6977-4113-ba78-00acf6484b0b,nzlii-nzhpdt-2022-1282-html,openrouter/qwen/qwen-2.5-72b-instruct,1,1,1.0,48.22,48.22,62.24,
0385abce-9cb5-47d0-9251-7a12132e5822,courtlistener-4466861,openrouter/meta-llama/llama-4-maverick,4,4,1.0,1114.1299999999999,1114.1299999999999,1438.29,
038e8b45-bbb5-4cf0-a3b6-3047027aa560,courtlistener-10611659,openrouter/anthropic/claude-3.5-haiku,3,3,1.0,283.97,283.97,366.59000000000003,
0394e487-b61b-4afc-b43e-3304bf7f654e,bailii-qb-2020-828-html,openrouter/qwen/qwen3-30b-a3b,1,1,1.0,146.87,146.87,189.62,
039da81b-fedd-4f26-a65a-8fccdb999030,courtlistener-10653910,openrouter/x-ai/grok-4.1-fast,8,8,1.0,1614.36,1614.36,2084.12,
03a33325-ee01-4a31-b4ed-e085937c25cf,courtlistener-10267041,openrouter/meta-llama/llama-4-scout,2,2,1.0,4848.03,4848.03,6258.63,
03a6ef73-f591-4360-b57b-5750e1b85fc8,courtlistener-10672357,openai/gpt-4o,1,1,1.0,19.59,19.59,25.29,
03bdb00e-9144-4d5d-94bb-e8b3b43afec7,courtlistener-9440230,openrouter/x-ai/grok-4.1-fast,5,5,1.0,779.68,779.68,1006.5300000000001,
03c065b0-a556-455f-a2fb-9eee85240e32,bailii-qb-2019-77-html,openrouter/anthropic/claude-3.5-haiku,5,5,1.0,1251.47,1251.47,1615.6200000000001,
03ec1784-db21-4458-8a4a-6f4cdafafdf7,courtlistener-10686238,openai/gpt-5.2,19,19,1.0,3001.1,3001.1,3874.36,
03f3a929-9bfc-40ac-b358-d869afb14d03,nzlii-nzhpdt-2006-54-html,openrouter/anthropic/claude-sonnet-4,2,2,1.0,410.78,410.78,530.3,
04106810-9236-45d0-9160-661c41c5e3ad,courtlistener-10629376,openrouter/meta-llama/llama-4-maverick,3,3,1.0,258.47,258.47,333.66,
0412ddab-5d3f-438d-98c7-fa5ebf0d49bd,courtlistener-10352078,openrouter/google/gemini-2.0-flash-001,1,1,1.0,216.93,216.93,280.05,
0416edc5-e655-43aa-905d-0ab5281c892b,courtliste-10771603-damiani-v-wsnch-n-inc,openrouter/meta-llama/llama-4-maverick,0,0,0.0,,,,
0420fad1-387d-402e-9c45-3b3b42e9702c,courtlistener-9431371,openai/gpt-5.2,11,11,1.0,2769.98,2769.98,3576.02,
04226485-403a-4ce9-a3f7-afbac01637d4,courtlistener-4889670,openrouter/anthropic/claude-sonnet-4,4,4,1.0,4758.68,4758.68,6143.28,
04316b3f-6d6c-4612-a19b-3672fcc8aaf3,bailii-qb-2022-488-html,openrouter/google/gemini-3-pro-preview,9,9,1.0,6380.719999999999,6380.719999999999,8237.32,
0432a863-b047-4630-954f-888390bb6401,bailii-qb-2019-2294-html,openrouter/mistralai/mistral-large,3,3,1.0,970.66,970.66,1253.09,
044d324d-020f-4225-88d6-4ea444e16122,courtlistener-10748895,openrouter/google/gemini-2.0-flash-001,3,3,1.0,1052.6100000000001,1052.6100000000001,1358.88,
0450c558-1d52-421b-a9ae-6372d2bee4e8,courtliste-10627968-leslie-smith-as-personal-representative-of-t,openai/gpt-4o-mini,0,0,0.0,,,,
0467fa7f-3329-4b67-886a-a0a55335c30f,courtliste-10627968-leslie-smith-as-personal-representative-of-t,openrouter/deepseek/deepseek-r1,5,5,1.0,1814.25,1814.25,2342.16,
047fd228-33d0-428e-ad5b-0b7c67923fa5,bailii-qb-2020-91-html,openrouter/meta-llama/llama-4-maverick,1,1,1.0,912.3,912.3,1177.75,
04850636-cc0f-4842-bcf6-25072327e1d1,courtliste-10622125-courtney-v-durrani,openrouter/meta-llama/llama-4-scout,3,3,1.0,470.62,470.62,607.54,
048a0ed4-d10a-42c7-973e-f04ea39e59b6,courtlistener-10664573,openrouter/qwen/qwen3-30b-a3b,2,2,1.0,98.36,98.36,126.99,
04b01e2f-ba99-4873-bbbf-443e8cec25b8,bailii-qb-2020-919-html,openai/gpt-5.2,22,21,0.9545454545454546,2289.6,2289.6,2955.83,capnography (ETCO₂)
04c1d57c-aa0e-4bfd-b879-2b6851f68b7f,bailii-EWHC-QB-2015-51,openrouter/qwen/qwen-2.5-72b-instruct,5,5,1.0,935.57,935.57,1207.78,
04c45607-bdfa-4fe9-bdae-e27f453cc4f5,nzlii-nzmpdt-2003-247-html,openrouter/deepseek/deepseek-r1,7,7,1.0,574.4399999999999,574.4399999999999,741.59,
04fa7e12-e3b4-4854-86c7-dd15c30ba3ec,nzlii-nzacc-2022-88-html,openrouter/anthropic/claude-sonnet-4,4,4,1.0,371.31,371.31,479.34999999999997,
04fc363c-4468-432b-87a0-7c1cfee063a6,courtlistener-9440230,openrouter/mistralai/mistral-large,2,2,1.0,102.82,102.82,132.75,
050f3126-da2c-40e4-989f-98d4c56511fb,courtlistener-4895984,openai/gpt-5.2,13,13,1.0,2583.31,2583.31,3334.96,
051f11da-aaea-4e9b-8326-4280c915b244,nzlii-nzhpdt-2022-1282-html,openrouter/mistralai/mistral-large,2,2,1.0,96.44,96.44,124.48,
0551898e-e07a-485a-9117-65fdc10745ed,courtlistener-10354140,openai/gpt-4o,0,0,0.0,,,,
05659a2e-25f4-4a90-8df7-74a6486cd98f,nzlii-nzhpdt-2019-1057-html,openrouter/x-ai/grok-4.1-fast,1,1,1.0,73.72,73.72,95.17,
057c0d75-2c94-49ef-9fcb-7e08ae1a321c,courtliste-10627968-leslie-smith-as-personal-representative-of-t,openrouter/meta-llama/llama-4-maverick,2,2,1.0,152.38,152.38,196.72,
05914cc7-022f-4c40-ae76-02ffc2e59627,courtlistener-10700790,openai/gpt-5.2,15,15,1.0,6399.43,6399.43,8261.42,
05a12cf2-9b87-4d41-92fc-f5d2085bf520,bailii-qb-2021-2525-html,openrouter/meta-llama/llama-4-maverick,2,2,1.0,132.07999999999998,132.07999999999998,170.51,
05a19565-5991-4ed0-8c98-bebb2689d647,courtlistener-10767182,openrouter/google/gemini-2.0-flash-001,3,3,1.0,459.19,459.19,592.7900000000001,
05a3aeaa-3bfc-404c-8b09-cad36f6878fb,courtlistener-2393878,openrouter/qwen/qwen3-30b-a3b,2,2,1.0,269.78000000000003,269.78000000000003,348.28000000000003,
05b2ffff-c6c4-4bfa-9934-b721fe5c2627,courtlistener-4869421,openrouter/anthropic/claude-3.5-haiku,0,0,0.0,,,,
05bb1be9-131b-415a-88ff-bec4b7f699e1,courtlistener-10668667,openrouter/qwen/qwen3-30b-a3b,3,3,1.0,226.66,226.66,292.61,
05c15e62-8545-4b5b-ada4-456c3147e79b,bailii-qb-2020-994-html,openrouter/meta-llama/llama-4-scout,2,2,1.0,1564.81,1564.81,2020.12,
05d0f5fc-883f-4c09-95b3-09db5c07ff99,courtlistener-9997788,openrouter/deepseek/deepseek-r1,6,6,1.0,74.78,74.78,96.56,
05d128e0-2006-44c0-b21c-fe7b01173c89,courtlistener-10767182,openrouter/anthropic/claude-3.5-haiku,5,5,1.0,1481.39,1481.39,1912.41,
05f0cdb5-3a30-4d97-959b-4926d11747d5,nzlii-nzhpdt-2013-525-html,openrouter/qwen/qwen3-30b-a3b,2,2,1.0,154.04000000000002,154.04000000000002,198.85000000000002,
05fa228a-e024-4cdc-a020-9aac0cfcac03,courtlistener-10704351,openrouter/meta-llama/llama-4-scout,4,4,1.0,1026.97,1026.97,1325.79,
0606d323-372f-4cd6-b248-cd73356341a9,courtlistener-4796887,openai/gpt-5.2,9,9,1.0,3534.9900000000002,3534.9900000000002,4563.53,
06240bce-1d4f-4a2c-ad3f-65dcf7876a1d,courtlistener-10635118,openrouter/mistralai/mistral-large,4,4,1.0,3683.98,3683.98,4755.9,
06446529-c49f-4dda-b391-9564c37fdc42,courtlistener-10686238,openrouter/google/gemini-2.0-flash-001,7,6,0.8571428571428571,445.69,445.69,575.37,Keppra level
06476050-45eb-42e0-8de6-ced725be1118,bailii-2016-ewhc-407-qb,openrouter/deepseek/deepseek-r1,5,5,1.0,489.09,489.09,631.43,
064d4f2c-81b4-4474-a7f1-fe0fec4976c0,courtliste-9395650-chase-michael-richard-v-chase-langston-wiatt,openai/gpt-4o-mini,0,0,0.0,,,,
06529015-c133-4a9e-be3a-e01a419908f3,courtliste-10611133-quinnell-reddick-v-the-state-of-louisiana-db,openrouter/qwen/qwen-2.5-72b-instruct,2,2,1.0,283.05,283.05,365.41,
065ce193-946d-4c70-82cc-243021ba9926,bailii-qb-2021-2293-html,openrouter/google/gemini-3-pro-preview,9,9,1.0,1537.3999999999999,1537.3999999999999,1984.76,
067a4595-e4c2-44ac-bec2-942984e83731,courtlistener-1406106,openrouter/google/gemini-2.0-flash-001,3,3,1.0,6693.89,6693.89,8641.59,
06880179-e2ac-456f-bb79-66fb7c9c9543,courtliste-4882554-huichun-feng-v-accord-physicians-pllc,openai/gpt-5.2,6,6,1.0,2865.03,2865.03,3698.6600000000003,
069182e1-94b7-4e5b-82ff-9ec2a28358e7,bailii-qb-2019-1276-html,openrouter/google/gemini-2.0-flash-001,9,9,1.0,631.65,631.65,815.48,
069d94c9-809e-4918-a146-813aefb03251,courtlistener-10581569,openrouter/qwen/qwen-2.5-72b-instruct,1,1,1.0,1012.85,1012.85,1307.55,
069ede21-16d2-49ed-bb8d-047cf1d69783,nzlii-nzhpdt-2013-525-html,openrouter/google/gemini-3-pro-preview,5,5,1.0,1275.11,1275.11,1646.1200000000001,
06a28ee3-d45e-4991-b66d-c6b145b17942,bailii-EWHC-KB-2025-2445,openrouter/meta-llama/llama-4-maverick,0,0,0.0,,,,
06a98cc1-7acf-402d-94b4-00aaac1cf0b9,courtlistener-4895984,openrouter/qwen/qwen3-30b-a3b,4,4,1.0,176.48999999999998,176.48999999999998,227.84,
06c13cc7-cd6a-48d9-841a-c66b9ebcd61a,courtlistener-10712747,openai/gpt-4o,3,3,1.0,96.61,96.61,124.74,
06d660ca-12e4-47bc-bf1b-b0b4614b4e98,bailii-uksc-2015-11-html,openrouter/anthropic/claude-sonnet-4,6,6,1.0,810.52,810.52,1046.3600000000001,
06e61770-9584-41c0-ae59-6b962caa8744,bailii-qb-2022-133-html,openrouter/google/gemini-2.0-flash-001,4,4,1.0,652.92,652.92,842.9,
06e62827-76df-45cf-8eab-c51d38287a78,courtliste-5793703-lisa-boyd-v-david-benjamin-gibson-iv-md,openrouter/google/gemini-3-pro-preview,2,2,1.0,551.26,551.26,711.6500000000001,
06f20597-e32a-4ffd-ac16-b2f08272e605,nzlii-nzhpdt-2015-717-html,openrouter/meta-llama/llama-4-scout,5,5,1.0,495.81,495.81,640.0500000000001,
0726b4d0-677f-4505-9704-b7479eb0f652,courtlistener-4615883,openrouter/meta-llama/llama-4-maverick,3,3,1.0,87.83,87.83,113.39,
072c5b83-05ee-4470-b08b-a8ace70b31f7,bailii-qb-2020-2914-html,openrouter/meta-llama/llama-4-scout,2,2,1.0,422.4,422.4,545.3,
0731a4a9-5501-4e76-a23d-14a9bcddc4d2,courtlistener-10754240,openrouter/mistralai/mistral-large,3,3,1.0,1799.17,1799.17,2322.68,
073b02aa-0a2b-44d3-b9fb-5d89ca38998f,nzlii-nzhpdt-2017-888-html,openai/gpt-4o-mini,0,0,0.0,,,,
073f4a66-372d-42b2-b759-68199250e507,courtlistener-10626730,openrouter/google/gemini-2.0-flash-001,5,5,1.0,1195.92,1195.92,1543.91,
0744d9a7-5421-41cc-a5ba-4b93c8f988b9,bailii-qb-2020-3903-html,openrouter/anthropic/claude-sonnet-4,1,1,1.0,73.72,73.72,95.17,
077305b6-31c6-4969-ad57-4a0ac92a5bba,courtlistener-10288732,openai/gpt-4o-mini,2,2,1.0,827.3000000000001,827.3000000000001,1068.03,
0775adf0-3839-44a6-8ee6-b14d3deb3ca7,bailii-qb-2022-637-html,openrouter/google/gemini-2.0-flash-001,0,0,0.0,,,,
0779c82e-228f-42b0-ab26-3bbb2553d4da,courtlistener-4895984,openai/gpt-4o,1,1,1.0,82.96,82.96,107.1,
07890ab4-ce95-458c-ad74-6db44f958f5a,courtlistener-10697335,openrouter/deepseek/deepseek-r1,3,3,1.0,5442.95,5442.95,7026.66,
078dfaa8-3c5b-49f0-b8d9-d18778409da0,courtlistener-9431371,openrouter/meta-llama/llama-4-maverick,3,3,1.0,870.5600000000001,870.5600000000001,1123.88,
0793e508-e469-4dd6-bdce-aa2c65a2b195,courtlistener-10596673,openai/gpt-5.2,11,11,1.0,565.23,565.23,729.71,
079d33e2-5e63-45f5-87d9-6766e3be2515,courtlistener-2749546,openrouter/mistralai/mistral-large,0,0,0.0,,,,
07aa68d5-01cd-490f-a043-2f88ecf20b93,bailii-qb-2019-106-html,openrouter/anthropic/claude-3.5-haiku,2,2,1.0,3172.88,3172.88,4096.099999999999,
07ad2c48-2f08-438a-8500-f01f6980974e,nzlii-nzhpdt-2025-1465-html,openai/gpt-4o-mini,4,4,1.0,65.97,65.97,85.17,
07bcbbea-10e3-43bb-96d2-a091caf6b4ec,courtlistener-10025931,openrouter/qwen/qwen-2.5-72b-instruct,0,0,0.0,,,,
07c95f60-e96c-49a1-9017-82173b1df1b3,courtlistener-8440730,openrouter/x-ai/grok-4.1-fast,7,7,1.0,2325.4,2325.4,3002.0,
07d007ae-fac2-4415-bbb4-9b125c05b303,courtlistener-10635118,openrouter/anthropic/claude-3.5-haiku,5,5,1.0,1486.2,1486.2,1918.65,
07d8d3a8-e3f6-48f5-a931-c44e890666fe,courtlistener-8440730,openrouter/mistralai/mistral-large,3,3,1.0,3079.1,3079.1,3975.02,
07ecad72-4503-43b7-87a9-136208f96be1,bailii-qb-2020-828-html,openrouter/meta-llama/llama-4-maverick,3,3,1.0,1586.71,1586.71,2048.4,
081e15a8-8941-4d09-82d3-bcd4d24e727b,courtlistener-9546407,openrouter/google/gemini-2.0-flash-001,0,0,0.0,,,,
0822c619-ed22-4587-8641-9836273ae32a,courtlistener-10754844,openrouter/meta-llama/llama-4-maverick,0,0,0.0,,,,
0841a06c-372d-4d3a-9eca-1b4290374f3b,courtlistener-9489236,openrouter/google/gemini-2.0-flash-001,5,5,1.0,493.84,493.84,637.54,
0876f7ea-8621-40f5-bb19-4fd5eea0bad7,courtlistener-9376743,openrouter/google/gemini-3-pro-preview,0,0,0.0,,,,
08815010-c4c9-48d2-b5d9-88811c392097,courtlistener-3126077,openrouter/google/gemini-2.0-flash-001,9,9,1.0,139.03,139.03,179.49,
0891e898-61a0-4dd7-9f55-36d10b58a55c,bailii-qb-2020-1662-html,openrouter/anthropic/claude-sonnet-4,9,9,1.0,2760.65,2760.65,3563.9,
089ae842-2edc-400b-b993-68673f05f762,courtlistener-8243575,openrouter/qwen/qwen3-30b-a3b,0,0,0.0,,,,
08b4637c-ab60-4cc1-90d1-819ff00acf6d,nzlii-nzera-2022-536-html,openrouter/meta-llama/llama-4-scout,0,0,0.0,,,,
08b4b457-95fa-4413-9aeb-505f5fa0375b,courtlistener-10586750,openrouter/deepseek/deepseek-r1,2,2,1.0,2771.2400000000002,2771.2400000000002,3577.58,
08b7f164-c617-494a-a0ff-156a43b44a96,nzlii-nzhpdt-2006-50-html,openrouter/google/gemini-2.0-flash-001,5,5,1.0,2499.91,2499.91,3227.28,
08c5ef8b-4021-449a-9c40-a5dbe4b5c55d,courtlistener-10581240,openai/gpt-5.2,13,13,1.0,3610.39,3610.39,4660.92,
08c94d07-f183-4db8-969d-ca672e296b87,courtlistener-10770386,openrouter/anthropic/claude-3.5-haiku,3,3,1.0,187.03,187.03,241.46,
08cf48a9-5c0f-4524-94a3-0d73b028c62a,bailii-qb-2021-402-html,openai/gpt-5.2,14,14,1.0,1558.46,1558.46,2011.92,
08dc2a2e-6317-49ab-9d53-682bc7ac6485,courtlistener-9426545,openrouter/meta-llama/llama-4-scout,2,2,1.0,363.79999999999995,363.79999999999995,469.65000000000003,
08e67345-9df8-472c-87fa-1aeef3aa80ff,courtlistener-10626730,openai/gpt-4o,1,1,1.0,146.87,146.87,189.62,
08f0d603-65a7-45ff-9011-97a66adef624,courtlistener-10586750,openrouter/meta-llama/llama-4-maverick,0,0,0.0,,,,
08f4a02d-0338-4f96-baff-2416ac3f3a00,courtlistener-10771709,openai/gpt-4o-mini,3,3,1.0,230.42,230.42,297.46,
08f4bfda-d61e-4e74-9e8d-ca00ee3dbe60,courtlistener-10005699,gold/x-ai/grok-4.1-fast,12,12,1.0,1160.66,1160.66,1498.37,
0914dab6-e262-42b5-830c-dd8facd374a8,bailii-qb-2021-402-html,openrouter/mistralai/mistral-large,4,4,1.0,718.3399999999999,718.3399999999999,927.34,
0933b206-8f76-47aa-aca1-5116e53d3688,courtlistener-10611659,openrouter/qwen/qwen-2.5-72b-instruct,0,0,0.0,,,,
093bd0ba-0d27-40df-9421-04ddd4870ec1,courtlistener-9471795,openrouter/deepseek/deepseek-r1,4,4,1.0,444.08,444.08,573.29,
093e1fd3-3949-4626-a1af-0cc5cab1cf4c,courtlistener-9472272,openrouter/qwen/qwen3-30b-a3b,5,5,1.0,470.34,470.34,607.1700000000001,
0961fdb8-111c-43b7-b497-a7a871950de6,courtliste-4832982-texas-children-hospital-v-aviv-barr-and-ela-b,openrouter/meta-llama/llama-4-scout,4,4,1.0,708.28,708.28,914.35,
099efb4f-d081-4bd5-9295-0f86eef51b25,bailii-qb-2020-919-html,openrouter/meta-llama/llama-4-maverick,3,3,1.0,880.03,880.03,1136.1000000000001,
